temperature,pressure,humidity,rain,day_or_night,weather
76,29.36,90,0.0,1,10
76,29.48,91,0.0,0,8
76,29.4,91,0.0,0,10
75,29.38,93,0.0,0,9
75,29.46,91,0.0,1,8
78,29.5,90,0.0,1,8
75,29.41,95,0.0,0,8
75,29.44,91,0.0,0,1
74,29.49,95,0.0,0,9
83,29.47,77,0.0,0,3
81,29.45,89,0.0,0,5
76,29.45,90,0.0,0,1
73,29.42,91,0.0,1,5
75,29.45,91,0.0,0,5
83,29.49,79,0.0,1,1
75,29.38,93,0.0,0,9
76,29.36,90,0.0,0,6
79,29.4,87,0.0,0,1
76,29.45,90,0.0,0,8
76,29.36,90,0.0,1,10
90,29.47,60,0.0,1,1
76,29.44,88,0.0,0,4
76,29.47,90,0.0,0,1
75,29.48,91,0.0,0,7
82,29.39,71,0.0,1,3
74,29.36,91,0.0,0,11
88,29.42,62,0.0,1,3
83,29.44,77,0.0,0,3
81,29.37,73,0.0,1,1
79,29.45,80,0.0,0,4
76,29.49,67,0.0,0,2
75,29.46,91,0.0,0,11
76,29.36,90,0.0,1,9
76,29.42,88,0.0,0,1
74,29.36,93,0.0,1,6
75,29.45,91,0.0,0,8
78,29.34,90,0.0,1,4
76,29.35,88,0.0,1,7
74,29.47,91,0.0,0,8
80,29.47,80,0.0,0,2
85,29.42,68,0.0,1,1
77,29.4,91,0.0,0,11
76,29.39,91,0.0,1,6
77,29.36,91,0.0,1,10
88,29.33,73,0.0,1,3
78,29.54,84,0.0,0,3
77,29.36,91,0.0,1,10
77,29.49,90,0.0,0,8
86,29.45,61,0.0,1,3
75,29.38,91,0.0,1,9
77,29.4,91,0.0,0,11
75,29.4,91,0.0,0,5
75,29.38,91,0.0,1,9
75,29.4,91,0.0,0,9
76,29.34,86,0.30000000000000004,1,6
75,29.39,93,0.0,0,9
72,29.52,83,0.0,0,2
74,29.47,91,0.0,0,8
76,29.33,90,0.0,0,7
74,29.41,91,0.0,0,7
77,29.49,62,0.0,0,2
76,29.43,90,0.0,0,7
74,29.35,93,0.0,0,9
83,29.39,79,0.0,0,1
77,29.47,91,0.0,1,6
89,29.41,60,0.0,1,3
80,29.39,87,0.0,0,3
82,29.36,75,0.0,1,4
75,29.39,93,0.0,0,9
75,29.46,91,0.0,1,8
82,29.4,75,0.0,0,3
76,29.5,91,0.04,1,4
80,29.36,94,0.0,0,8
77,29.36,91,0.0,1,10
73,29.43,91,0.0,0,1
74,29.35,93,0.0,0,9
75,29.53,90,0.0,0,6
90,29.39,68,0.0,1,1
77,29.41,91,0.0,1,4
75,29.45,91,0.0,0,8
79,29.41,84,0.0,1,7
83,29.38,70,0.0,1,3
79,29.45,87,0.0,1,4
75,29.42,93,0.0,0,8
76,29.52,59,0.0,1,2
80,29.37,87,0.0,0,1
85,29.41,67,0.0,1,1
77,29.39,88,0.0,1,10
81,29.35,81,0.0,1,1
75,29.47,86,0.59,1,4
76,29.39,90,0.0,0,5
70,29.43,91,0.0,0,7
82,29.42,83,0.0,0,5
77,29.39,88,0.0,1,10
77,29.51,86,0.0,1,2
75,29.43,91,0.0,0,4
83,29.48,70,0.0,1,1
78,29.47,77,0.0,0,5
77,29.36,91,0.0,1,10
86,29.35,62,0.0,1,4
75,29.43,91,0.0,1,9
74,29.41,93,0.0,0,7
78,29.5,90,0.0,1,8
74,29.47,91,0.0,0,8
77,29.39,88,0.0,1,10
74,29.36,91,0.0,0,11
73,29.35,91,0.0,0,7
78,29.54,86,0.0,1,3
76,29.4,91,0.0,0,10
75,29.47,91,0.0,0,7
85,29.45,67,0.0,1,2
76,29.41,91,0.0,1,9
77,29.42,91,0.0,1,6
72,29.42,89,0.0,0,5
78,29.39,91,0.0,1,6
74,29.58,78,0.0,1,2
70,29.43,91,0.0,0,7
77,29.39,88,0.0,1,10
84,29.38,80,0.0,0,5
78,29.43,87,0.0,0,1
75,29.46,91,0.0,0,11
77,29.4,91,0.0,0,11
78,29.45,90,0.0,0,7
78,29.44,92,0.0,0,3
78,29.46,89,0.0,0,1
82,29.48,81,0.0,1,7
76,29.41,90,0.0,1,11
76,29.44,93,0.0,0,8
90,29.36,64,0.0,1,3
83,29.47,77,0.0,0,3
80,29.53,78,0.0,0,5
78,29.3,90,0.0,1,6
78,29.34,90,0.0,0,6
76,29.41,90,0.0,0,5
74,29.43,91,1.94,1,11
75,29.38,91,0.0,1,9
76,29.55,88,0.58,1,7
75,29.31,91,0.0,0,10
75,29.39,93,0.0,0,9
75,29.46,91,0.0,0,4
75,29.49,81,0.0,0,2
74,29.36,91,0.0,0,11
76,29.53,85,0.0,1,4
74,29.36,93,0.0,1,6
82,29.36,80,0.0,0,1
73,29.53,84,0.0,1,2
76,29.41,90,0.0,1,11
77,29.45,90,0.0,0,8
74,29.52,91,0.0,1,8
81,29.43,74,0.0,1,1
74,29.4,91,0.0,0,6
85,29.4,73,0.0,0,5
80,29.47,82,0.0,0,1
76,29.41,90,0.0,1,11
75,29.4,93,0.0,0,8
76,29.55,85,0.0,0,2
82,29.43,85,0.0,0,7
74,29.44,90,0.0,0,3
76,29.44,91,0.0,0,7
82,29.34,84,0.0,1,10
75,29.4,91,0.0,0,7
81,29.34,84,0.0,0,5
76,29.41,91,0.0,1,9
75,29.4,91,0.0,0,5
74,29.35,93,0.0,0,9
74,29.36,91,0.0,0,11
77,29.5,86,0.0,1,8
78,29.5,90,0.0,1,8
75,29.46,91,0.0,1,8
75,29.41,95,0.0,0,8
80,29.33,89,0.0,0,3
77,29.43,88,2.77,1,1
86,29.38,70,0.0,1,3
85,29.36,79,0.0,0,3
76,29.4,90,0.0,1,6
82,29.37,77,0.0,1,4
80,29.39,86,0.24,1,3
75,29.36,91,0.0,0,10
75,29.31,91,0.0,0,10
74,29.35,93,0.0,0,9
77,29.33,90,0.0,0,6
83,29.39,82,0.0,1,4
77,29.4,91,0.0,0,11
77,29.36,91,0.0,1,10
89,29.47,65,0.0,1,2
79,29.45,80,0.0,0,4
80,29.3,86,0.0,1,4
76,29.44,90,0.0,0,5
70,29.43,91,0.0,0,7
78,29.45,90,0.0,0,7
74,29.41,91,0.0,0,7
85,29.49,72,0.0,1,4
84,29.42,73,0.0,1,1
74,29.49,78,0.0,0,2
80,29.42,92,0.0,0,8
76,29.35,91,0.0,1,9
76,29.4,91,0.0,0,5
77,29.45,91,0.0,0,9
76,29.44,86,0.0,0,4
77,29.45,90,0.09,1,7
81,29.54,77,0.0,0,1
86,29.45,73,0.0,1,5
90,29.31,61,0.0,1,2
89,29.39,59,0.0,1,1
88,29.38,62,0.0,1,2
82,29.34,84,0.0,1,10
81,29.43,94,0.0,1,8
75,29.36,91,0.0,0,10
78,29.3,90,0.0,1,6
78,29.35,90,0.0,0,6
78,29.4,82,0.0,0,5
81,29.44,75,0.0,1,1
75,29.4,93,0.0,0,8
83,29.44,79,0.0,1,1
69,29.45,81,0.0,0,2
77,29.5,86,0.0,1,8
76,29.49,86,0.0,0,5
77,29.38,91,0.0,1,6
82,29.39,81,0.0,1,4
75,29.44,91,0.0,0,8
78,29.53,82,0.0,0,2
81,29.41,83,0.0,0,2
86,29.46,65,0.0,1,5
82,29.34,84,0.0,1,10
85,29.39,69,0.0,1,3
85,29.42,68,0.0,1,1
74,29.52,91,0.0,1,8
77,29.4,91,0.0,0,11
80,29.29,84,0.0,1,7
85,29.48,63,0.0,1,1
73,29.34,91,0.0,0,6
75,29.47,91,0.0,0,7
75,29.31,91,0.0,0,10
77,29.36,91,0.0,1,10
75,29.31,91,0.0,0,10
76,29.34,91,0.0,0,7
74,29.35,93,0.0,0,9
79,29.39,79,0.0,1,4
74,29.43,91,1.94,1,11
79,29.44,84,0.0,0,4
77,29.43,90,0.0,0,4
89,29.33,69,0.0,1,4
77,29.4,85,0.0,1,7
76,29.41,91,0.0,1,9
76,29.39,91,0.0,1,6
77,29.52,90,0.0,1,9
76,29.41,90,0.0,1,11
77,29.52,90,0.0,1,9
82,29.48,81,0.0,1,7
78,29.4,82,0.0,0,5
87,29.46,63,0.0,1,3
85,29.45,69,0.0,1,5
77,29.36,91,0.0,1,10
75,29.46,91,0.0,0,11
89,29.51,65,0.0,1,1
76,29.41,90,0.0,1,11
76,29.43,91,0.0,0,10
75,29.33,91,0.0,0,6
76,29.39,91,0.0,1,6
78,29.45,90,0.0,0,7
74,29.45,91,0.0,1,6
75,29.46,91,0.0,0,11
81,29.49,78,0.0,1,7
77,29.43,88,0.0,0,1
80,29.4,92,0.0,0,5
76,29.34,86,0.30000000000000004,1,6
77,29.39,88,0.0,1,10
77,29.54,55,0.0,1,2
76,29.36,90,0.0,0,6
79,29.48,90,0.0,1,4
78,29.44,92,0.0,1,7
89,29.33,68,0.0,1,5
76,29.44,93,0.0,0,8
80,29.49,82,0.0,0,1
85,29.36,79,0.0,0,3
76,29.45,91,0.0,0,8
85,29.45,55,0.0,1,2
86,29.46,65,0.0,1,5
87,29.52,62,0.0,1,2
74,29.36,93,0.0,1,6
82,29.52,74,0.0,1,3
74,29.43,91,1.94,1,11
78,29.5,90,0.0,1,8
78,29.36,86,0.0,0,4
89,29.33,68,0.0,1,5
77,29.4,86,0.0,1,7
83,29.41,70,0.0,1,5
74,29.42,91,0.0,0,8
77,29.5,80,0.42,1,3
73,29.35,91,0.0,0,7
76,29.45,90,0.0,0,1
87,29.57,61,0.0,1,3
76,29.35,88,0.0,1,7
76,29.46,90,0.0,0,7
73,29.47,63,0.0,0,2
76,29.35,91,0.0,1,9
80,29.4,82,0.0,1,4
77,29.47,91,0.0,1,6
76,29.42,90,0.0,0,6
77,29.45,90,0.0,0,8
78,29.56,85,0.0,0,7
85,29.41,76,0.0,0,5
77,29.49,90,0.0,0,1
76,29.43,91,0.0,0,10
79,29.47,76,0.0,1,1
77,29.36,91,0.0,1,10
78,29.45,90,0.0,0,7
75,29.51,91,0.0,1,8
77,29.35,93,0.0,0,5
77,29.46,85,0.0,0,2
80,29.37,81,0.0,1,1
75,29.36,91,0.0,0,10
78,29.35,90,0.0,0,6
76,29.4,91,0.0,0,10
75,29.39,93,0.0,0,9
75,29.47,85,0.0,0,2
74,29.39,93,0.0,0,7
76,29.55,88,0.58,1,7
76,29.36,90,0.0,1,9
80,29.42,89,0.0,0,7
88,29.41,65,0.0,1,2
74,29.45,91,0.0,1,6
73,29.36,93,0.0,0,6
78,29.35,90,0.0,0,7
77,29.46,77,0.0,0,5
77,29.54,88,0.0,1,8
76,29.41,90,0.0,1,11
77,29.43,90,0.0,0,6
74,29.43,91,1.94,1,11
76,29.39,93,0.0,0,4
80,29.47,77,0.0,0,4
81,29.46,58,0.0,0,3
76,29.44,90,0.0,1,6
76,29.43,90,0.0,0,5
76,29.44,88,0.0,0,4
75,29.36,91,0.0,0,10
76,29.36,90,0.0,0,6
83,29.48,80,0.0,0,3
77,29.4,91,0.0,0,11
82,29.34,84,0.0,1,10
78,29.34,90,0.0,0,5
82,29.34,84,0.0,1,10
75,29.49,88,0.0,0,2
89,29.33,66,0.0,1,4
78,29.37,91,0.0,0,8
76,29.36,90,0.0,1,9
84,29.49,71,0.0,1,5
75,29.38,91,0.0,1,9
77,29.36,91,0.0,1,10
82,29.47,73,0.0,0,2
80,29.42,68,0.0,0,1
76,29.43,91,0.0,0,8
75,29.46,91,0.0,0,11
78,29.36,84,0.0,1,7
76,29.38,91,0.0,0,1
78,29.3,90,0.0,1,6
77,29.39,88,0.0,1,10
77,29.39,88,0.0,1,10
76,29.36,90,0.0,1,10
87,29.46,62,0.0,1,1
75,29.31,91,0.0,0,10
82,29.34,84,0.0,1,10
76,29.44,93,0.0,0,8
77,29.51,86,0.0,1,2
84,29.37,72,0.0,1,5
77,29.45,90,1.43,1,7
76,29.43,88,0.0,0,4
75,29.36,90,0.0,1,5
76,29.41,91,0.0,1,9
77,29.45,90,1.43,1,7
81,29.36,86,0.0,0,5
76,29.35,91,0.0,1,9
76,29.27,86,0.0,1,4
74,29.32,91,0.0,1,6
77,29.39,88,0.0,1,10
87,29.46,62,0.0,1,1
76,29.39,88,0.0,0,1
82,29.41,89,0.0,0,3
75,29.36,91,0.0,0,10
89,29.51,58,0.0,1,3
74,29.41,93,0.0,0,6
76,29.35,91,0.0,1,9
77,29.44,86,0.0,0,7
75,29.43,91,0.0,1,9
75,29.32,91,0.0,0,4
77,29.42,91,0.0,0,6
75,29.31,91,0.0,0,10
77,29.35,90,0.0,0,4
80,29.29,84,0.0,1,7
77,29.46,86,0.0,0,1
80,29.32,86,0.0,0,4
75,29.34,91,0.0,0,6
80,29.58,76,0.0,0,2
75,29.51,91,0.0,1,8
85,29.35,69,0.0,1,1
75,29.41,95,0.0,0,8
76,29.44,93,0.0,0,8
75,29.5,73,0.0,0,2
76,29.5,78,0.0,0,2
76,29.39,88,0.0,0,4
76,29.41,91,0.0,1,9
82,29.39,86,0.0,1,1
76,29.52,59,0.0,1,2
78,29.42,88,0.0,0,2
75,29.38,91,0.0,1,9
70,29.39,89,0.0,0,4
74,29.36,91,0.0,0,11
76,29.35,91,0.0,1,9
76,29.36,91,0.0,0,7
77,29.45,91,0.0,0,8
74,29.51,91,0.0,0,7
75,29.51,91,0.0,1,8
76,29.49,91,0.0,0,8
81,29.59,68,0.0,0,3
75,29.31,91,0.0,0,10
76,29.4,90,0.0,1,6
75,29.38,93,0.0,0,9
73,29.57,81,0.0,0,2
77,29.4,90,0.85,1,7
76,29.34,91,0.0,1,6
75,29.36,88,0.0,0,1
75,29.44,91,0.0,0,9
74,29.49,95,0.0,0,9
83,29.39,76,0.0,1,1
87,29.46,63,0.0,1,3
76,29.36,90,0.0,1,10
80,29.41,81,0.0,1,4
74,29.52,91,0.0,0,6
77,29.46,88,0.0,0,5
74,29.35,93,0.0,0,9
84,29.4,73,0.0,1,5
76,29.46,90,0.55,1,6
74,29.49,67,0.0,0,2
74,29.47,91,0.0,0,8
81,29.47,81,0.0,0,5
77,29.43,90,0.0,0,7
76,29.42,91,0.0,0,6
78,29.45,90,0.0,0,7
85,29.36,69,0.0,1,5
75,29.46,91,0.0,0,11
81,29.37,75,0.0,1,1
80,29.37,81,0.0,1,1
75,29.44,91,0.0,0,8
75,29.32,91,0.0,0,4
83,29.51,76,0.0,0,3
74,29.47,91,0.0,0,5
75,29.4,91,0.0,0,7
76,29.39,86,0.0,0,6
75,29.31,91,0.0,0,10
81,29.51,65,0.0,0,3
76,29.4,91,0.0,0,10
76,29.43,90,0.0,0,7
86,29.35,74,0.0,1,1
73,29.37,90,0.0,0,4
76,29.44,91,0.0,0,7
78,29.42,88,0.54,1,4
76,29.48,91,0.0,0,8
76,29.43,90,0.0,0,5
86,29.39,61,0.0,1,3
75,29.44,91,0.0,0,8
78,29.5,83,0.0,0,3
78,29.44,92,0.0,1,7
79,29.43,87,0.0,0,1
90,29.35,64,0.0,1,5
75,29.46,91,0.0,0,11
77,29.31,91,0.0,0,4
75,29.43,91,0.0,1,9
81,29.54,77,0.0,0,1
85,29.36,67,0.0,1,7
75,29.47,86,0.0,0,7
80,29.41,82,0.0,0,5
75,29.48,91,0.0,0,3
76,29.34,90,0.0,0,1
73,29.34,91,0.0,0,6
86,29.39,73,0.0,1,5
80,29.44,86,0.36,1,3
77,29.48,85,0.0,0,4
75,29.44,91,0.0,0,9
89,29.51,57,0.0,1,3
81,29.43,74,0.0,1,1
77,29.45,91,0.0,0,8
77,29.45,91,0.0,0,9
75,29.36,90,0.0,1,5
75,29.46,90,0.0,1,5
75,29.46,91,0.0,0,11
77,29.42,91,0.0,0,6
76,29.32,88,0.0,0,6
74,29.43,91,1.94,1,11
77,29.39,91,0.0,0,4
77,29.39,88,0.0,1,10
75,29.39,93,0.0,0,9
77,29.4,86,0.0,1,7
77,29.51,86,0.0,1,2
78,29.5,90,0.0,1,8
76,29.33,95,0.0,1,5
74,29.4,83,0.0,0,2
78,29.46,86,0.0,0,4
81,29.47,83,0.28,1,1
81,29.5,75,0.04,1,2
78,29.47,88,0.0,1,4
77,29.36,91,0.0,1,10
74,29.44,91,0.0,0,4
76,29.4,91,0.0,0,10
74,29.43,91,1.94,1,11
74,29.39,86,0.0,1,5
77,29.4,91,0.0,0,11
75,29.39,93,0.0,0,9
81,29.57,73,0.0,0,2
85,29.43,68,0.0,1,3
75,29.38,93,0.0,0,9
75,29.36,93,0.0,1,6
75,29.31,91,0.0,0,7
75,29.38,93,0.0,0,9
82,29.32,77,0.0,1,4
74,29.36,91,0.0,0,11
75,29.44,91,0.0,0,9
85,29.36,79,0.0,0,3
90,29.38,57,0.0,1,1
75,29.46,91,0.0,0,11
86,29.29,70,0.0,1,1
74,29.4,91,0.0,0,6
76,29.41,91,0.0,1,9
76,29.45,91,0.0,0,8
75,29.33,93,0.0,0,6
82,29.47,70,0.0,0,2
83,29.43,76,0.0,0,3
76,29.5,91,0.04,1,4
82,29.45,75,0.0,1,1
74,29.43,91,1.94,1,11
77,29.39,90,0.0,0,7
73,29.42,91,0.0,0,6
74,29.52,91,0.0,1,8
76,29.34,86,0.0,0,2
75,29.36,91,0.0,0,10
75,29.42,93,0.0,0,8
77,29.46,88,0.0,0,5
74,29.49,95,0.0,0,9
76,29.42,82,0.0,0,7
75,29.57,75,0.0,1,2
80,29.34,84,0.0,0,2
76,29.43,90,0.0,0,7
88,29.41,71,0.0,1,5
80,29.58,81,0.12,1,1
74,29.43,91,1.94,1,11
81,29.55,75,0.0,1,3
83,29.52,74,0.0,1,4
74,29.47,91,0.0,0,8
76,29.54,75,0.0,0,1
77,29.4,85,0.0,1,7
76,29.41,90,0.0,1,11
75,29.43,91,0.0,1,9
86,29.41,69,0.0,1,4
75,29.31,91,0.0,0,10
79,29.41,84,0.0,1,7
77,29.42,88,0.0,0,1
80,29.42,92,0.0,0,8
84,29.43,80,0.0,1,2
76,29.33,90,0.0,0,7
74,29.43,91,1.94,1,11
74,29.35,93,0.0,0,9
70,29.43,91,0.0,0,7
89,29.41,66,0.0,1,1
76,29.44,93,0.0,0,8
89,29.49,67,0.0,1,1
78,29.38,91,0.0,0,4
78,29.49,90,0.0,0,5
75,29.46,91,0.0,0,11
90,29.46,59,0.0,1,1
81,29.47,77,0.0,1,4
77,29.58,88,0.51,1,7
76,29.48,91,0.0,0,8
76,29.35,91,0.0,1,9
76,29.41,90,0.0,1,11
77,29.4,91,0.0,0,11
83,29.43,79,0.0,1,3
75,29.46,91,0.0,0,11
74,29.45,91,0.0,1,6
80,29.27,73,0.0,1,1
79,29.34,85,0.0,1,5
82,29.34,84,0.0,1,10
76,29.42,91,0.0,0,6
74,29.45,75,0.0,0,3
76,29.38,90,0.0,0,4
87,29.33,68,0.0,1,3
74,29.48,83,0.0,0,1
77,29.39,88,0.0,1,10
76,29.36,90,0.0,1,10
75,29.46,91,0.0,0,11
77,29.38,90,2.68,1,4
76,29.36,90,0.0,1,9
81,29.36,86,0.0,0,5
77,29.4,91,0.0,0,11
76,29.43,91,0.0,0,10
81,29.38,81,0.05,1,1
77,29.39,88,0.0,1,10
83,29.48,76,0.0,0,1
76,29.43,91,0.0,0,10
81,29.34,92,0.0,0,1
79,29.29,90,0.0,0,6
85,29.39,71,0.0,0,3
80,29.36,94,0.0,0,8
75,29.36,91,0.0,0,10
75,29.36,91,0.0,0,10
82,29.37,77,0.0,1,4
75,29.46,91,0.0,0,11
82,29.48,78,0.0,0,3
78,29.39,91,0.0,1,6
74,29.42,91,0.0,0,6
83,29.34,79,0.0,1,1
80,29.42,92,0.0,0,8
76,29.38,74,0.0,0,3
77,29.47,83,0.0,0,3
86,29.47,74,0.0,0,3
77,29.49,62,0.0,0,2
76,29.43,91,0.0,0,10
75,29.34,91,0.0,0,6
80,29.41,71,0.0,0,1
76,29.44,88,0.0,0,7
76,29.36,90,0.0,0,6
76,29.47,90,0.0,0,1
80,29.5,78,0.0,0,2
75,29.46,91,0.0,0,11
75,29.43,91,0.0,1,9
81,29.43,78,0.0,1,1
74,29.45,83,0.0,0,3
72,29.52,71,0.0,1,2
74,29.35,93,0.0,0,9
76,29.49,91,0.0,0,8
78,29.33,88,0.0,1,4
76,29.34,91,0.0,0,7
74,29.43,91,1.94,1,11
82,29.34,84,0.0,1,10
75,29.45,91,0.0,0,1
80,29.42,92,0.0,0,8
78,29.4,82,0.0,0,5
70,29.39,89,0.0,0,4
80,29.47,77,0.0,0,4
77,29.45,91,0.0,0,8
79,29.39,79,0.0,1,4
74,29.43,91,1.94,1,11
78,29.54,82,0.0,0,5
81,29.41,86,0.0,1,4
77,29.4,91,0.0,0,11
71,29.41,91,0.0,0,4
78,29.47,86,1.35,1,5
81,29.39,84,0.02,1,7
77,29.47,90,0.0,0,3
82,29.49,74,0.0,1,1
82,29.49,81,0.0,1,3
87,29.3,75,0.0,1,4
74,29.47,91,0.0,0,8
75,29.44,91,0.0,0,8
76,29.34,91,0.0,1,6
75,29.43,91,0.0,1,9
80,29.44,87,0.0,1,4
74,29.49,95,0.0,0,9
74,29.53,81,0.0,0,2
86,29.46,65,0.0,1,5
74,29.36,93,0.0,1,6
82,29.52,71,0.0,0,3
76,29.45,90,0.0,0,5
81,29.36,80,0.0,1,5
76,29.41,90,0.0,1,11
79,29.43,87,0.0,0,1
77,29.39,91,0.0,0,7
74,29.43,91,1.94,1,11
76,29.46,90,0.0,0,7
88,29.36,65,0.0,1,1
73,29.48,90,0.0,0,5
77,29.6,68,0.0,1,1
78,29.44,80,0.0,0,2
75,29.42,93,0.0,0,8
74,29.49,95,0.0,0,9
75,29.4,93,0.0,0,8
81,29.53,75,0.0,1,2
76,29.4,91,0.0,0,10
76,29.44,93,0.0,0,8
88,29.33,73,0.0,1,3
83,29.39,80,0.0,1,3
76,29.43,91,0.0,0,10
74,29.36,91,0.0,0,11
76,29.49,91,0.0,0,8
81,29.34,84,0.0,0,5
74,29.36,91,0.0,1,6
76,29.34,91,0.0,0,7
82,29.59,77,0.0,0,1
81,29.4,83,0.0,1,4
85,29.4,69,0.0,0,2
76,29.38,86,0.0,0,4
74,29.56,76,0.0,0,2
80,29.39,89,0.0,0,1
74,29.47,91,0.0,0,5
77,29.43,86,0.0,0,2
80,29.48,82,0.0,0,3
77,29.36,88,0.0,1,1
77,29.4,91,0.0,0,11
74,29.51,91,0.0,0,7
74,29.41,91,0.0,0,7
76,29.39,88,0.0,0,5
73,29.42,91,0.0,0,6
82,29.47,75,0.0,1,1
90,29.35,64,0.0,1,5
84,29.45,75,0.0,0,5
73,29.43,86,0.0,0,2
81,29.45,89,0.0,0,5
76,29.4,91,0.0,0,5
90,29.34,60,0.0,1,2
75,29.39,91,0.0,0,4
77,29.49,90,0.0,0,8
75,29.31,91,0.0,0,10
76,29.33,90,0.0,0,7
76,29.54,77,0.0,1,3
75,29.41,95,0.0,0,8
76,29.36,90,0.0,1,10
75,29.38,91,0.0,0,4
78,29.37,85,0.0,0,1
87,29.45,65,0.0,1,2
76,29.49,80,0.0,0,3
77,29.4,85,0.0,0,7
76,29.47,91,0.0,0,6
77,29.43,91,0.0,0,7
75,29.54,75,0.0,0,3
78,29.36,84,0.0,1,7
77,29.5,86,0.0,1,8
75,29.43,91,0.0,1,9
73,29.41,91,0.0,0,3
76,29.44,91,0.0,0,7
76,29.41,90,0.0,1,11
76,29.47,88,0.0,0,2
76,29.4,91,0.0,0,10
76,29.4,91,0.0,0,10
82,29.51,75,0.0,1,1
82,29.51,78,0.0,1,3
77,29.4,90,0.85,1,7
78,29.53,86,0.01,1,4
77,29.4,85,0.0,0,7
74,29.48,91,0.0,1,6
75,29.46,90,0.0,1,5
78,29.34,90,0.0,0,6
74,29.41,93,0.0,0,7
82,29.36,87,0.0,0,1
82,29.58,79,0.0,1,1
74,29.34,91,0.0,1,6
75,29.34,91,0.0,1,6
74,29.45,91,0.0,1,6
81,29.49,71,0.0,0,3
76,29.46,88,0.0,0,3
74,29.45,83,0.0,0,3
75,29.47,91,0.0,0,7
87,29.35,69,0.0,1,1
77,29.38,91,0.0,1,6
74,29.39,86,0.0,1,5
76,29.44,75,0.0,0,1
76,29.41,90,0.0,1,11
77,29.4,91,0.0,0,11
75,29.45,91,0.0,0,5
85,29.4,73,0.0,0,5
75,29.48,91,0.0,0,6
76,29.45,91,0.0,0,8
87,29.39,60,0.0,1,2
78,29.44,90,0.8300000000000001,1,1
86,29.38,70,0.0,1,3
77,29.45,91,0.0,0,9
75,29.31,91,0.0,0,10
77,29.4,91,0.0,0,11
85,29.38,63,0.0,1,1
76,29.4,91,0.0,0,6
74,29.48,91,0.0,0,6
81,29.43,78,0.0,0,5
74,29.35,93,0.0,0,9
80,29.36,86,0.0,1,4
